"R0000100","R0173600","R0214700","R0214800"
7839,10,2,1
7840,11,1,1
7841,14,1,2
7842,14,1,2
7843,11,1,1
7844,14,1,2
7845,10,2,1
7846,13,2,2
7847,10,2,1
7848,10,2,1
7849,13,2,2
7850,13,2,2
7851,13,2,2
7852,10,2,1
7853,13,2,2
7854,10,2,1
7855,10,2,1
7856,13,2,2
7857,10,2,1
7858,10,2,1
7859,10,2,1
7860,10,2,1
7861,10,2,1
7862,10,2,1
7863,9,3,1
7864,14,1,2
7865,14,1,2
7866,11,1,1
7867,11,1,1
7868,11,1,1
7869,14,1,2
7870,9,3,1
7871,11,1,1
7872,11,1,1
7873,11,1,1
7874,9,3,1
7875,14,1,2
7876,11,1,1
7877,12,3,2
7878,12,3,2
7879,12,3,2
7880,9,3,1
7881,9,3,1
7882,14,1,2
7883,14,1,2
7884,11,1,1
7885,14,1,2
7886,14,1,2
7887,9,3,1
7888,12,3,2
7889,9,3,1
7890,12,3,2
7891,14,1,2
7892,12,3,2
7893,12,3,2
7894,12,3,2
7895,12,3,2
7896,9,3,1
7897,9,3,1
7898,12,3,2
7899,11,1,1
7900,14,1,2
7901,12,3,2
7902,11,1,1
7903,11,1,1
7904,12,3,2
7905,12,3,2
7906,11,1,1
7907,10,2,1
7908,10,2,1
7909,10,2,1
7910,13,2,2
7911,12,3,2
7912,12,3,2
7913,11,1,1
7914,12,3,2
7915,12,3,2
7916,12,3,2
7917,9,3,1
7918,9,3,1
7919,12,3,2
7920,10,2,1
7921,13,2,2
7922,12,3,2
7923,10,2,1
7924,13,2,2
7925,11,1,1
7926,11,1,1
7927,14,1,2
7928,13,2,2
7929,10,2,1
7930,14,1,2
7931,14,1,2
7932,11,1,1
7933,13,2,2
7934,11,1,1
7935,11,1,1
7936,13,2,2
7937,10,2,1
7938,13,2,2
7939,10,2,1
7940,11,1,1
7941,11,1,1
7942,14,1,2
7943,14,1,2
7944,11,1,1
7945,14,1,2
7946,11,1,1
7947,11,1,1
7948,11,1,1
7949,14,1,2
7950,14,1,2
7951,14,1,2
7952,14,1,2
7953,11,1,1
7954,11,1,1
7955,11,1,1
7956,11,1,1
7957,11,1,1
7958,14,1,2
7959,14,1,2
7960,9,3,1
7961,9,3,1
7962,11,1,1
7963,11,1,1
7964,11,1,1
7965,11,1,1
7966,11,1,1
7967,14,1,2
7968,14,1,2
7969,14,1,2
7970,11,1,1
7971,14,1,2
7972,11,1,1
7973,14,1,2
7974,14,1,2
7975,14,1,2
7976,11,1,1
7977,11,1,1
7978,11,1,1
7979,14,1,2
7980,14,1,2
7981,13,2,2
7982,10,2,1
7983,14,1,2
7984,11,1,1
7985,14,1,2
7986,11,1,1
7987,11,1,1
7988,14,1,2
7989,11,1,1
7990,14,1,2
7991,11,1,1
7992,11,1,1
7993,11,1,1
7994,14,1,2
7995,11,1,1
7996,11,1,1
7997,14,1,2
7998,14,1,2
7999,11,1,1
8000,13,2,2
8001,14,1,2
8002,11,1,1
8003,14,1,2
8004,11,1,1
8005,11,1,1
8006,14,1,2
8007,13,2,2
8008,12,3,2
8009,11,1,1
8010,14,1,2
8011,11,1,1
8012,9,3,1
8013,14,1,2
8014,9,3,1
8015,12,3,2
8016,12,3,2
8017,12,3,2
8018,12,3,2
8019,14,1,2
8020,14,1,2
8021,9,3,1
8022,11,1,1
8023,14,1,2
8024,11,1,1
8025,14,1,2
8026,11,1,1
8027,11,1,1
8028,13,2,2
8029,14,1,2
8030,14,1,2
8031,14,1,2
8032,10,2,1
8033,13,2,2
8034,13,2,2
8035,13,2,2
8036,13,2,2
8037,14,1,2
8038,10,2,1
8039,13,2,2
8040,10,2,1
8041,10,2,1
8042,13,2,2
8043,10,2,1
8044,13,2,2
8045,13,2,2
8046,11,1,1
8047,13,2,2
8048,14,1,2
8049,13,2,2
8050,10,2,1
8051,12,3,2
8052,11,1,1
8053,12,3,2
8054,12,3,2
8055,9,3,1
8056,12,3,2
8057,13,2,2
8058,10,2,1
8059,14,1,2
8060,10,2,1
8061,14,1,2
8062,14,1,2
8063,11,1,1
8064,10,2,1
8065,12,3,2
8066,12,3,2
8067,12,3,2
8068,14,1,2
8069,11,1,1
8070,11,1,1
8071,11,1,1
8072,14,1,2
8073,12,3,2
8074,10,2,1
8075,9,3,1
8076,9,3,1
8077,10,2,1
8078,13,2,2
8079,14,1,2
8080,9,3,1
8081,12,3,2
8082,11,1,1
8083,14,1,2
8084,12,3,2
8085,12,3,2
8086,12,3,2
8087,11,1,1
8088,14,1,2
8089,9,3,1
8090,9,3,1
8091,14,1,2
8092,12,3,2
8093,14,1,2
8094,11,1,1
8095,11,1,1
8096,11,1,1
8097,11,1,1
8098,11,1,1
8099,14,1,2
8100,11,1,1
8101,11,1,1
8102,14,1,2
8103,14,1,2
8104,11,1,1
8105,14,1,2
8106,11,1,1
8107,11,1,1
8108,11,1,1
8109,14,1,2
8110,14,1,2
8111,14,1,2
8112,11,1,1
8113,14,1,2
8114,14,1,2
8115,11,1,1
8116,11,1,1
8117,14,1,2
8118,10,2,1
8119,12,3,2
8120,14,1,2
8121,14,1,2
8122,14,1,2
8123,14,1,2
8124,10,2,1
8125,13,2,2
8126,14,1,2
8127,13,2,2
8128,10,2,1
8129,13,2,2
8130,9,3,1
8131,12,3,2
8132,12,3,2
8133,14,1,2
8134,9,3,1
8135,9,3,1
8136,11,1,1
8137,12,3,2
8138,11,1,1
8139,11,1,1
8140,14,1,2
8141,14,1,2
8142,11,1,1
8143,14,1,2
8144,14,1,2
8145,11,1,1
8146,11,1,1
8147,11,1,1
8148,14,1,2
8149,14,1,2
8150,14,1,2
8151,14,1,2
8152,14,1,2
8153,14,1,2
8154,11,1,1
8155,11,1,1
8156,11,1,1
8157,11,1,1
8158,10,2,1
8159,11,1,1
8160,14,1,2
8161,14,1,2
8162,11,1,1
8163,11,1,1
8164,9,3,1
8165,11,1,1
8166,9,3,1
8167,9,3,1
8168,11,1,1
8169,14,1,2
8170,14,1,2
8171,9,3,1
8172,12,3,2
8173,11,1,1
8174,14,1,2
8175,14,1,2
8176,14,1,2
8177,11,1,1
8178,14,1,2
8179,11,1,1
8180,14,1,2
8181,14,1,2
8182,10,2,1
8183,10,2,1
8184,13,2,2
8185,10,2,1
8186,10,2,1
8187,10,2,1
8188,10,2,1
8189,14,1,2
8190,11,1,1
8191,10,2,1
8192,13,2,2
8193,14,1,2
8194,14,1,2
8195,14,1,2
8196,12,3,2
8197,11,1,1
8198,14,1,2
8199,11,1,1
8200,11,1,1
8201,11,1,1
8202,14,1,2
8203,11,1,1
8204,11,1,1
8205,11,1,1
8206,11,1,1
8207,11,1,1
8208,13,2,2
8209,10,2,1
8210,13,2,2
8211,11,1,1
8212,13,2,2
8213,14,1,2
8214,11,1,1
8215,14,1,2
8216,11,1,1
8217,14,1,2
8218,14,1,2
8219,11,1,1
8220,12,3,2
8221,12,3,2
8222,12,3,2
8223,9,3,1
8224,10,2,1
8225,11,1,1
8226,14,1,2
8227,14,1,2
8228,11,1,1
8229,11,1,1
8230,11,1,1
8231,11,1,1
8232,11,1,1
8233,11,1,1
8234,9,3,1
8235,14,1,2
8236,11,1,1
8237,14,1,2
8238,11,1,1
8239,10,2,1
8240,10,2,1
8241,10,2,1
8242,9,3,1
8243,14,1,2
8244,10,2,1
8245,10,2,1
8246,10,2,1
8247,10,2,1
8248,10,2,1
8249,10,2,1
8250,10,2,1
8251,13,2,2
8252,10,2,1
8253,10,2,1
8254,13,2,2
8255,10,2,1
8256,10,2,1
8257,14,1,2
8258,11,1,1
8259,14,1,2
8260,14,1,2
8261,14,1,2
8262,14,1,2
8263,11,1,1
8264,14,1,2
8265,14,1,2
8266,14,1,2
8267,11,1,1
8268,11,1,1
8269,14,1,2
8270,11,1,1
8271,14,1,2
8272,11,1,1
8273,14,1,2
8274,11,1,1
8275,11,1,1
8276,14,1,2
8277,11,1,1
8278,11,1,1
8279,14,1,2
8280,11,1,1
8281,11,1,1
8282,11,1,1
8283,14,1,2
8284,14,1,2
8285,11,1,1
8286,14,1,2
8287,14,1,2
8288,10,2,1
8289,13,2,2
8290,11,1,1
8291,11,1,1
8292,11,1,1
8293,10,2,1
8294,14,1,2
8295,11,1,1
8296,14,1,2
8297,11,1,1
8298,14,1,2
8299,14,1,2
8300,11,1,1
8301,11,1,1
8302,11,1,1
8303,14,1,2
8304,11,1,1
8305,14,1,2
8306,14,1,2
8307,11,1,1
8308,12,3,2
8309,14,1,2
8310,12,3,2
8311,12,3,2
8312,12,3,2
8313,12,3,2
8314,11,1,1
8315,14,1,2
8316,11,1,1
8317,14,1,2
8318,11,1,1
8319,14,1,2
8320,11,1,1
8321,11,1,1
8322,11,1,1
8323,11,1,1
8324,12,3,2
8325,12,3,2
8326,9,3,1
8327,11,1,1
8328,11,1,1
8329,14,1,2
8330,14,1,2
8331,11,1,1
8332,14,1,2
8333,11,1,1
8334,14,1,2
8335,12,3,2
8336,14,1,2
8337,14,1,2
8338,12,3,2
8339,11,1,1
8340,14,1,2
8341,11,1,1
8342,11,1,1
8343,14,1,2
8344,10,2,1
8345,14,1,2
8346,14,1,2
8347,11,1,1
8348,11,1,1
8349,14,1,2
8350,14,1,2
8351,14,1,2
8352,14,1,2
8353,14,1,2
8354,13,2,2
8355,11,1,1
8356,11,1,1
8357,14,1,2
8358,11,1,1
8359,14,1,2
8360,11,1,1
8361,11,1,1
8362,12,3,2
8363,12,3,2
8364,11,1,1
8365,9,3,1
8366,12,3,2
8367,14,1,2
8368,11,1,1
8369,9,3,1
8370,9,3,1
8371,12,3,2
8372,12,3,2
8373,12,3,2
8374,14,1,2
8375,14,1,2
8376,14,1,2
8377,14,1,2
8378,11,1,1
8379,11,1,1
8380,11,1,1
8381,11,1,1
8382,11,1,1
8383,14,1,2
8384,10,2,1
8385,13,2,2
8386,11,1,1
8387,14,1,2
8388,11,1,1
8389,14,1,2
8390,11,1,1
8391,14,1,2
8392,11,1,1
8393,14,1,2
8394,11,1,1
8395,14,1,2
8396,11,1,1
8397,11,1,1
8398,14,1,2
8399,14,1,2
8400,11,1,1
8401,14,1,2
8402,11,1,1
8403,11,1,1
8404,14,1,2
8405,14,1,2
8406,11,1,1
8407,14,1,2
8408,14,1,2
8409,11,1,1
8410,11,1,1
8411,11,1,1
8412,11,1,1
8413,14,1,2
8414,13,2,2
8415,10,2,1
8416,13,2,2
8417,13,2,2
8418,12,3,2
8419,12,3,2
8420,10,2,1
8421,10,2,1
8422,13,2,2
8423,10,2,1
8424,12,3,2
8425,12,3,2
8426,10,2,1
8427,10,2,1
8428,13,2,2
8429,12,3,2
8430,13,2,2
8431,13,2,2
8432,13,2,2
8433,10,2,1
8434,13,2,2
8435,9,3,1
8436,9,3,1
8437,12,3,2
8438,9,3,1
8439,9,3,1
8440,10,2,1
8441,10,2,1
8442,10,2,1
8443,9,3,1
8444,9,3,1
8445,12,3,2
8446,12,3,2
8447,9,3,1
8448,9,3,1
8449,12,3,2
8450,9,3,1
8451,12,3,2
8452,12,3,2
8453,9,3,1
8454,9,3,1
8455,12,3,2
8456,9,3,1
8457,12,3,2
8458,9,3,1
8459,9,3,1
8460,12,3,2
8461,14,1,2
8462,11,1,1
8463,13,2,2
8464,12,3,2
8465,9,3,1
8466,9,3,1
8467,12,3,2
8468,11,1,1
8469,11,1,1
8470,9,3,1
8471,12,3,2
8472,9,3,1
8473,13,2,2
8474,13,2,2
8475,13,2,2
8476,10,2,1
8477,13,2,2
8478,10,2,1
8479,13,2,2
8480,13,2,2
8481,10,2,1
8482,13,2,2
8483,13,2,2
8484,13,2,2
8485,10,2,1
8486,9,3,1
8487,9,3,1
8488,13,2,2
8489,13,2,2
8490,13,2,2
8491,12,3,2
8492,13,2,2
8493,13,2,2
8494,13,2,2
8495,10,2,1
8496,10,2,1
8497,10,2,1
8498,10,2,1
8499,10,2,1
8500,13,2,2
8501,10,2,1
8502,13,2,2
8503,13,2,2
8504,10,2,1
8505,13,2,2
8506,10,2,1
8507,10,2,1
8508,10,2,1
8509,10,2,1
8510,13,2,2
8511,13,2,2
8512,13,2,2
8513,13,2,2
8514,13,2,2
8515,9,3,1
8516,9,3,1
8517,10,2,1
8518,9,3,1
8519,12,3,2
8520,9,3,1
8521,9,3,1
8522,12,3,2
8523,9,3,1
8524,9,3,1
8525,9,3,1
8526,9,3,1
8527,9,3,1
8528,12,3,2
8529,12,3,2
8530,12,3,2
8531,12,3,2
8532,13,2,2
8533,12,3,2
8534,9,3,1
8535,10,2,1
8536,10,2,1
8537,13,2,2
8538,10,2,1
8539,13,2,2
8540,13,2,2
8541,10,2,1
8542,12,3,2
8543,9,3,1
8544,9,3,1
8545,9,3,1
8546,12,3,2
8547,9,3,1
8548,9,3,1
8549,13,2,2
8550,9,3,1
8551,10,2,1
8552,10,2,1
8553,13,2,2
8554,12,3,2
8555,9,3,1
8556,9,3,1
8557,13,2,2
8558,13,2,2
8559,10,2,1
8560,10,2,1
8561,13,2,2
8562,12,3,2
8563,9,3,1
8564,9,3,1
8565,9,3,1
8566,12,3,2
8567,9,3,1
8568,13,2,2
8569,10,2,1
8570,13,2,2
8571,12,3,2
8572,12,3,2
8573,10,2,1
8574,10,2,1
8575,10,2,1
8576,10,2,1
8577,10,2,1
8578,13,2,2
8579,13,2,2
8580,13,2,2
8581,10,2,1
8582,10,2,1
8583,13,2,2
8584,10,2,1
8585,9,3,1
8586,10,2,1
8587,10,2,1
8588,10,2,1
8589,9,3,1
8590,12,3,2
8591,9,3,1
8592,9,3,1
8593,12,3,2
8594,9,3,1
8595,9,3,1
8596,10,2,1
8597,10,2,1
8598,13,2,2
8599,10,2,1
8600,13,2,2
8601,13,2,2
8602,10,2,1
8603,13,2,2
8604,10,2,1
8605,13,2,2
8606,9,3,1
8607,10,2,1
8608,13,2,2
8609,10,2,1
8610,12,3,2
8611,9,3,1
8612,13,2,2
8613,13,2,2
8614,14,1,2
8615,13,2,2
8616,10,2,1
8617,10,2,1
8618,13,2,2
8619,13,2,2
8620,10,2,1
8621,10,2,1
8622,13,2,2
8623,10,2,1
8624,10,2,1
8625,10,2,1
8626,10,2,1
8627,10,2,1
8628,10,2,1
8629,10,2,1
8630,10,2,1
8631,13,2,2
8632,10,2,1
8633,10,2,1
8634,13,2,2
8635,12,3,2
8636,13,2,2
8637,12,3,2
8638,13,2,2
8639,13,2,2
8640,10,2,1
8641,13,2,2
8642,13,2,2
8643,13,2,2
8644,10,2,1
8645,10,2,1
8646,9,3,1
8647,10,2,1
8648,13,2,2
8649,13,2,2
8650,10,2,1
8651,10,2,1
8652,13,2,2
8653,10,2,1
8654,10,2,1
8655,10,2,1
8656,9,3,1
8657,10,2,1
8658,13,2,2
8659,13,2,2
8660,13,2,2
8661,10,2,1
8662,13,2,2
8663,10,2,1
8664,13,2,2
8665,13,2,2
8666,10,2,1
8667,10,2,1
8668,13,2,2
8669,10,2,1
8670,10,2,1
8671,10,2,1
8672,10,2,1
8673,13,2,2
8674,12,3,2
8675,13,2,2
8676,10,2,1
8677,10,2,1
8678,10,2,1
8679,13,2,2
8680,13,2,2
8681,10,2,1
8682,10,2,1
8683,10,2,1
8684,13,2,2
8685,13,2,2
8686,10,2,1
8687,10,2,1
8688,13,2,2
8689,10,2,1
8690,13,2,2
8691,10,2,1
8692,13,2,2
8693,13,2,2
8694,13,2,2
8695,13,2,2
8696,13,2,2
8697,13,2,2
8698,10,2,1
8699,9,3,1
8700,12,3,2
8701,12,3,2
8702,9,3,1
8703,12,3,2
8704,11,1,1
8705,14,1,2
8706,14,1,2
8707,12,3,2
8708,14,1,2
8709,11,1,1
8710,11,1,1
8711,9,3,1
8712,9,3,1
8713,9,3,1
8714,14,1,2
8715,12,3,2
8716,12,3,2
8717,12,3,2
8718,12,3,2
8719,12,3,2
8720,12,3,2
8721,12,3,2
8722,11,1,1
8723,11,1,1
8724,11,1,1
8725,11,1,1
8726,11,1,1
8727,11,1,1
8728,12,3,2
8729,12,3,2
8730,9,3,1
8731,12,3,2
8732,9,3,1
8733,12,3,2
8734,12,3,2
8735,9,3,1
8736,12,3,2
8737,9,3,1
8738,9,3,1
8739,12,3,2
8740,11,1,1
8741,11,1,1
8742,12,3,2
8743,9,3,1
8744,12,3,2
8745,9,3,1
8746,9,3,1
8747,12,3,2
8748,12,3,2
8749,10,2,1
8750,12,3,2
8751,9,3,1
8752,12,3,2
8753,12,3,2
8754,9,3,1
8755,9,3,1
8756,12,3,2
8757,12,3,2
8758,9,3,1
8759,14,1,2
8760,12,3,2
8761,9,3,1
8762,12,3,2
8763,12,3,2
8764,12,3,2
8765,9,3,1
8766,12,3,2
8767,9,3,1
8768,9,3,1
8769,9,3,1
8770,12,3,2
8771,9,3,1
8772,12,3,2
8773,12,3,2
8774,9,3,1
8775,9,3,1
8776,9,3,1
8777,12,3,2
8778,9,3,1
8779,12,3,2
8780,12,3,2
8781,9,3,1
8782,12,3,2
8783,12,3,2
8784,9,3,1
8785,9,3,1
8786,10,2,1
8787,13,2,2
8788,12,3,2
8789,13,2,2
8790,10,2,1
8791,13,2,2
8792,10,2,1
8793,10,2,1
8794,13,2,2
8795,12,3,2
8796,9,3,1
8797,12,3,2
8798,12,3,2
8799,12,3,2
8800,12,3,2
8801,12,3,2
8802,12,3,2
8803,9,3,1
8804,12,3,2
8805,9,3,1
8806,9,3,1
8807,12,3,2
8808,9,3,1
8809,12,3,2
8810,11,1,1
8811,14,1,2
8812,14,1,2
8813,11,1,1
8814,11,1,1
8815,14,1,2
8816,12,3,2
8817,9,3,1
8818,13,2,2
8819,12,3,2
8820,9,3,1
8821,12,3,2
8822,9,3,1
8823,9,3,1
8824,9,3,1
8825,12,3,2
8826,12,3,2
8827,12,3,2
8828,12,3,2
8829,12,3,2
8830,12,3,2
8831,12,3,2
8832,9,3,1
8833,12,3,2
8834,9,3,1
8835,9,3,1
8836,9,3,1
8837,9,3,1
8838,9,3,1
8839,12,3,2
8840,13,2,2
8841,12,3,2
8842,9,3,1
8843,9,3,1
8844,9,3,1
8845,12,3,2
8846,9,3,1
8847,12,3,2
8848,12,3,2
8849,12,3,2
8850,9,3,1
8851,12,3,2
8852,11,1,1
8853,14,1,2
8854,14,1,2
8855,11,1,1
8856,11,1,1
8857,11,1,1
8858,14,1,2
8859,11,1,1
8860,11,1,1
8861,14,1,2
8862,11,1,1
8863,11,1,1
8864,14,1,2
8865,11,1,1
8866,11,1,1
8867,14,1,2
8868,11,1,1
8869,14,1,2
8870,14,1,2
8871,11,1,1
8872,11,1,1
8873,14,1,2
8874,12,3,2
8875,14,1,2
8876,11,1,1
8877,11,1,1
8878,14,1,2
8879,11,1,1
8880,11,1,1
8881,11,1,1
8882,11,1,1
8883,14,1,2
8884,11,1,1
8885,14,1,2
8886,11,1,1
8887,11,1,1
8888,14,1,2
8889,14,1,2
8890,14,1,2
8891,11,1,1
8892,11,1,1
8893,11,1,1
8894,11,1,1
8895,14,1,2
8896,14,1,2
8897,11,1,1
8898,11,1,1
8899,14,1,2
8900,14,1,2
8901,11,1,1
8902,14,1,2
8903,11,1,1
8904,14,1,2
8905,14,1,2
8906,11,1,1
8907,11,1,1
8908,11,1,1
8909,14,1,2
8910,14,1,2
8911,11,1,1
8912,14,1,2
8913,14,1,2
8914,11,1,1
8915,11,1,1
8916,14,1,2
8917,11,1,1
8918,14,1,2
8919,14,1,2
8920,14,1,2
8921,12,3,2
8922,11,1,1
8923,11,1,1
8924,11,1,1
8925,14,1,2
8926,14,1,2
8927,14,1,2
8928,14,1,2
8929,11,1,1
8930,11,1,1
8931,14,1,2
8932,14,1,2
8933,11,1,1
8934,14,1,2
8935,11,1,1
8936,11,1,1
8937,11,1,1
8938,14,1,2
8939,14,1,2
8940,14,1,2
8941,11,1,1
8942,14,1,2
8943,11,1,1
8944,14,1,2
8945,11,1,1
8946,14,1,2
8947,11,1,1
8948,14,1,2
8949,14,1,2
8950,11,1,1
8951,14,1,2
8952,11,1,1
8953,14,1,2
8954,11,1,1
8955,14,1,2
8956,14,1,2
8957,11,1,1
8958,11,1,1
8959,10,2,1
8960,13,2,2
8961,14,1,2
8962,13,2,2
8963,11,1,1
8964,11,1,1
8965,14,1,2
8966,14,1,2
8967,14,1,2
8968,14,1,2
8969,14,1,2
8970,13,2,2
8971,10,2,1
8972,10,2,1
8973,11,1,1
8974,13,2,2
8975,10,2,1
8976,10,2,1
8977,13,2,2
8978,10,2,1
8979,10,2,1
8980,10,2,1
8981,13,2,2
8982,13,2,2
8983,10,2,1
8984,10,2,1
8985,13,2,2
8986,10,2,1
8987,10,2,1
8988,10,2,1
8989,10,2,1
8990,10,2,1
8991,10,2,1
8992,10,2,1
8993,10,2,1
8994,10,2,1
8995,10,2,1
8996,13,2,2
8997,10,2,1
8998,10,2,1
8999,10,2,1
9000,12,3,2
9001,9,3,1
9002,9,3,1
9003,9,3,1
9004,12,3,2
9005,10,2,1
9006,10,2,1
9007,12,3,2
9008,10,2,1
9009,10,2,1
9010,10,2,1
9011,13,2,2
9012,13,2,2
9013,10,2,1
9014,10,2,1
9015,10,2,1
9016,10,2,1
9017,10,2,1
9018,13,2,2
9019,13,2,2
9020,10,2,1
9021,13,2,2
9022,10,2,1
9023,13,2,2
9024,9,3,1
9025,12,3,2
9026,9,3,1
9027,9,3,1
9028,9,3,1
9029,13,2,2
9030,10,2,1
9031,10,2,1
9032,10,2,1
9033,13,2,2
9034,10,2,1
9035,13,2,2
9036,10,2,1
9037,13,2,2
9038,13,2,2
9039,10,2,1
9040,13,2,2
9041,12,3,2
9042,10,2,1
9043,10,2,1
9044,10,2,1
9045,13,2,2
9046,13,2,2
9047,13,2,2
9048,13,2,2
9049,10,2,1
9050,13,2,2
9051,10,2,1
9052,10,2,1
9053,13,2,2
9054,10,2,1
9055,10,2,1
9056,10,2,1
9057,13,2,2
9058,10,2,1
9059,10,2,1
9060,13,2,2
9061,10,2,1
9062,10,2,1
9063,13,2,2
9064,13,2,2
9065,13,2,2
9066,10,2,1
9067,13,2,2
9068,10,2,1
9069,10,2,1
9070,13,2,2
9071,10,2,1
9072,10,2,1
9073,10,2,1
9074,13,2,2
9075,10,2,1
9076,10,2,1
9077,10,2,1
9078,10,2,1
9079,10,2,1
9080,13,2,2
9081,13,2,2
9082,9,3,1
9083,9,3,1
9084,12,3,2
9085,9,3,1
9086,12,3,2
9087,12,3,2
9088,9,3,1
9089,10,2,1
9090,10,2,1
9091,10,2,1
9092,13,2,2
9093,10,2,1
9094,10,2,1
9095,13,2,2
9096,10,2,1
9097,10,2,1
9098,10,2,1
9099,10,2,1
9100,13,2,2
9101,13,2,2
9102,10,2,1
9103,12,3,2
9104,12,3,2
9105,9,3,1
9106,13,2,2
9107,10,2,1
9108,13,2,2
9109,13,2,2
9110,10,2,1
9111,10,2,1
9112,10,2,1
9113,13,2,2
9114,10,2,1
9115,13,2,2
9116,10,2,1
9117,13,2,2
9118,12,3,2
9119,12,3,2
9120,10,2,1
9121,10,2,1
9122,12,3,2
9123,9,3,1
9124,12,3,2
9125,9,3,1
9126,12,3,2
9127,12,3,2
9128,9,3,1
9129,12,3,2
9130,9,3,1
9131,9,3,1
9132,9,3,1
9133,12,3,2
9134,14,1,2
9135,12,3,2
9136,9,3,1
9137,9,3,1
9138,12,3,2
9139,12,3,2
9140,9,3,1
9141,12,3,2
9142,12,3,2
9143,12,3,2
9144,14,1,2
9145,12,3,2
9146,12,3,2
9147,9,3,1
9148,12,3,2
9149,10,2,1
9150,12,3,2
9151,12,3,2
9152,12,3,2
9153,12,3,2
9154,9,3,1
9155,10,2,1
9156,13,2,2
9157,13,2,2
9158,9,3,1
9159,12,3,2
9160,9,3,1
9161,9,3,1
9162,9,3,1
9163,9,3,1
9164,12,3,2
9165,9,3,1
9166,10,2,1
9167,12,3,2
9168,12,3,2
9169,9,3,1
9170,9,3,1
9171,12,3,2
9172,12,3,2
9173,12,3,2
9174,14,1,2
9175,9,3,1
9176,9,3,1
9177,9,3,1
9178,12,3,2
9179,12,3,2
9180,13,2,2
9181,10,2,1
9182,13,2,2
9183,13,2,2
9184,9,3,1
9185,12,3,2
9186,10,2,1
9187,9,3,1
9188,13,2,2
9189,10,2,1
9190,10,2,1
9191,10,2,1
9192,13,2,2
9193,13,2,2
9194,10,2,1
9195,13,2,2
9196,10,2,1
9197,10,2,1
9198,10,2,1
9199,13,2,2
9200,10,2,1
9201,13,2,2
9202,13,2,2
9203,10,2,1
9204,10,2,1
9205,13,2,2
9206,13,2,2
9207,9,3,1
9208,12,3,2
9209,9,3,1
9210,9,3,1
9211,9,3,1
9212,9,3,1
9213,9,3,1
9214,14,1,2
9215,10,2,1
9216,10,2,1
9217,9,3,1
9218,9,3,1
9219,13,2,2
9220,14,1,2
9221,14,1,2
9222,14,1,2
9223,14,1,2
9224,10,2,1
9225,13,2,2
9226,9,3,1
9227,12,3,2
9228,12,3,2
9229,14,1,2
9230,10,2,1
9231,12,3,2
9232,11,1,1
9233,14,1,2
9234,14,1,2
9235,9,3,1
9236,12,3,2
9237,10,2,1
9238,12,3,2
9239,12,3,2
9240,12,3,2
9241,9,3,1
9242,9,3,1
9243,12,3,2
9244,12,3,2
9245,9,3,1
9246,12,3,2
9247,9,3,1
9248,12,3,2
9249,12,3,2
9250,9,3,1
9251,9,3,1
9252,12,3,2
9253,11,1,1
9254,14,1,2
9255,14,1,2
9256,14,1,2
9257,14,1,2
9258,11,1,1
9259,14,1,2
9260,14,1,2
9261,14,1,2
9262,14,1,2
9263,11,1,1
9264,14,1,2
9265,11,1,1
9266,11,1,1
9267,11,1,1
9268,14,1,2
9269,11,1,1
9270,11,1,1
9271,9,3,1
9272,14,1,2
9273,14,1,2
9274,13,2,2
9275,14,1,2
9276,11,1,1
9277,14,1,2
9278,14,1,2
9279,10,2,1
9280,10,2,1
9281,13,2,2
9282,11,1,1
9283,11,1,1
9284,14,1,2
9285,10,2,1
9286,13,2,2
9287,13,2,2
9288,10,2,1
9289,11,1,1
9290,11,1,1
9291,11,1,1
9292,11,1,1
9293,11,1,1
9294,11,1,1
9295,10,2,1
9296,11,1,1
9297,11,1,1
9298,13,2,2
9299,10,2,1
9300,10,2,1
9301,10,2,1
9302,13,2,2
9303,10,2,1
9304,10,2,1
9305,13,2,2
9306,10,2,1
9307,10,2,1
9308,13,2,2
9309,10,2,1
9310,10,2,1
9311,9,3,1
9312,14,1,2
9313,11,1,1
9314,10,2,1
9315,13,2,2
9316,10,2,1
9317,13,2,2
9318,10,2,1
9319,13,2,2
9320,13,2,2
9321,10,2,1
9322,13,2,2
9323,13,2,2
9324,10,2,1
9325,13,2,2
9326,10,2,1
9327,10,2,1
9328,11,1,1
9329,11,1,1
9330,12,3,2
9331,9,3,1
9332,13,2,2
9333,13,2,2
9334,11,1,1
9335,10,2,1
9336,13,2,2
9337,13,2,2
9338,10,2,1
9339,10,2,1
9340,13,2,2
9341,13,2,2
9342,13,2,2
9343,11,1,1
9344,14,1,2
9345,11,1,1
9346,13,2,2
9347,13,2,2
9348,11,1,1
9349,14,1,2
9350,11,1,1
9351,12,3,2
9352,9,3,1
9353,12,3,2
9354,14,1,2
9355,14,1,2
9356,12,3,2
9357,11,1,1
9358,11,1,1
9359,14,1,2
9360,14,1,2
9361,10,2,1
9362,11,1,1
9363,14,1,2
9364,14,1,2
9365,14,1,2
9366,13,2,2
9367,10,2,1
9368,11,1,1
9369,10,2,1
9370,14,1,2
9371,14,1,2
9372,11,1,1
9373,10,2,1
9374,14,1,2
9375,11,1,1
9376,11,1,1
9377,9,3,1
9378,12,3,2
9379,9,3,1
9380,14,1,2
9381,14,1,2
9382,14,1,2
9383,14,1,2
9384,14,1,2
9385,14,1,2
9386,11,1,1
9387,11,1,1
9388,14,1,2
9389,11,1,1
9390,10,2,1
9391,10,2,1
